data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20171127;0.108;3.5276;2.6911;0.4522;2.7788;2.4303;2.6214;4.2086;1.3535;3.5972;4.7089;0.1315;3.1703;0.1655;0.5655;3.43;0.4331;0.4255
20171128;0.1086;3.5382;2.6875;0.4535;2.7661;2.45;2.631;4.2074;1.3513;3.6005;4.7073;0.1316;3.1807;0.1654;0.5653;3.4123;0.4317;0.4249
20171129;0.1088;3.5385;2.6822;0.4534;2.7584;2.4485;2.6313;4.1991;1.349;3.5971;4.7405;0.131;3.1743;0.1648;0.5642;3.4167;0.4297;0.4233
20171130;0.1089;3.5543;2.687;0.4552;2.7573;2.4288;2.634;4.2055;1.3451;3.6008;4.7847;0.1308;3.1637;0.165;0.5651;3.4359;0.4282;0.4239
20171201;0.1084;3.5352;2.6818;0.4526;2.748;2.4209;2.6245;4.2078;1.3411;3.595;4.7675;0.1304;3.1438;0.1649;0.5654;3.4265;0.4266;0.4234
20171204;0.1089;3.5499;2.6978;0.4542;2.7964;2.4349;2.6319;4.2082;1.343;3.6105;4.7685;0.1306;3.1443;0.1645;0.5655;3.4213;0.4262;0.422
20171205;0.1088;3.5454;2.7097;0.4538;2.8006;2.4438;2.6318;4.2024;1.339;3.5963;4.76;0.1307;3.1512;0.1641;0.5648;3.4221;0.4269;0.4208
20171206;0.1093;3.5653;2.7073;0.4562;2.813;2.4597;2.6452;4.2154;1.3403;3.6071;4.7715;0.1315;3.179;0.1642;0.5665;3.4327;0.4301;0.4234
20171207;0.1095;3.5722;2.6891;0.4573;2.7849;2.443;2.6462;4.2115;1.3388;3.6028;4.7801;0.1318;3.1711;0.1645;0.5659;3.4074;0.4311;0.4228
20171208;0.1096;3.5808;2.6889;0.4586;2.7827;2.4481;2.6456;4.2026;1.3356;3.5924;4.8261;0.1321;3.1532;0.1645;0.5647;3.4167;0.4295;0.4209
20171211;0.1092;3.5633;2.684;0.4564;2.7743;2.4688;2.638;4.2038;1.3374;3.5965;4.7646;0.1312;3.1431;0.1643;0.5648;3.4233;0.425;0.4194
20171212;0.1095;3.5708;2.7022;0.4574;2.7835;2.4821;2.6429;4.2077;1.339;3.6085;4.7652;0.1314;3.1465;0.1641;0.5653;3.4098;0.4297;0.4245
20171213;0.1101;3.588;2.7107;0.4596;2.7866;2.4884;2.6518;4.2155;1.3405;3.6186;4.7895;0.1316;3.1642;0.1644;0.5663;3.4161;0.4293;0.4258
20171214;0.1098;3.5716;2.7355;0.4572;2.782;2.4981;2.6502;4.2216;1.3436;3.6144;4.806;0.1303;3.167;0.1644;0.5672;3.4211;0.434;0.4263
20171215;0.1101;3.5786;2.7479;0.4581;2.8065;2.5117;2.6579;4.2217;1.3446;3.6227;4.8061;0.1305;3.1908;0.1644;0.5671;3.3828;0.4323;0.4248
20171218;0.1096;3.574;2.7375;0.4573;2.7766;2.506;2.6499;4.2134;1.3417;3.6137;4.7717;0.1283;3.173;0.164;0.566;3.3979;0.4274;0.4227
20171219;0.1089;3.5583;2.7309;0.455;2.7674;2.4946;2.6423;4.2011;1.3415;3.6134;4.7578;0.1274;3.1598;0.1634;0.5644;3.3636;0.4253;0.4222
20171220;0.1083;3.5459;2.7207;0.4532;2.7558;2.472;2.6349;4.1975;1.3394;3.5925;4.7483;0.1273;3.1337;0.1635;0.5639;3.3513;0.4255;0.4242
20171221;0.1081;3.5369;2.708;0.452;2.7557;2.4761;2.6291;4.2018;1.343;3.5832;4.7318;0.1268;3.1165;0.1633;0.5644;3.3601;0.4218;0.421
20171222;0.1081;3.5393;2.7295;0.4526;2.7828;2.4826;2.632;4.1935;1.3446;3.5764;4.7387;0.1267;3.1221;0.1629;0.5633;3.3374;0.423;0.4221
20171227;0.1076;3.5253;2.7375;0.4512;2.786;2.4914;2.6309;4.1909;1.3472;3.5651;4.7272;0.126;3.1146;0.1625;0.5629;3.3354;0.4249;0.4233
20171228;0.1073;3.5046;2.7308;0.4484;2.7779;2.4821;2.6188;4.1815;1.347;3.5716;4.7126;0.1246;3.1038;0.1633;0.5616;3.3332;0.4244;0.4247
20171229;0.1068;3.4813;2.7199;0.4455;2.7765;2.4774;2.6059;4.1709;1.3449;3.5672;4.7001;0.1236;3.0913;0.1632;0.5602;3.3354;0.4239;0.4243
20180102;0.1065;3.4546;2.7069;0.4421;2.7572;2.4593;2.601;4.1701;1.347;3.5567;4.6805;0.1227;3.0776;0.1633;0.5602;3.3562;0.4259;0.4243
20180103;0.1071;3.4616;2.7121;0.4429;2.7644;2.4586;2.6049;4.1673;1.3467;3.5592;4.703;0.1242;3.0829;0.1629;0.5598;3.3219;0.4271;0.4237
20180104;0.107;3.4472;2.7034;0.4409;2.7522;2.4547;2.5934;4.1515;1.3454;3.5308;4.6691;0.1229;3.0626;0.1628;0.5576;3.3146;0.4263;0.4227
20180105;0.107;3.4488;2.7062;0.441;2.7579;2.4673;2.5971;4.1544;1.3474;3.5298;4.6663;0.1223;3.0457;0.1628;0.5579;3.3142;0.4262;0.4228
20180108;0.1079;3.4735;2.722;0.4441;2.7979;2.4893;2.6093;4.1647;1.3481;3.5502;4.699;0.1231;3.0695;0.1631;0.5593;3.3331;0.4308;0.4247
20180109;0.1085;3.4992;2.7354;0.4473;2.8131;2.508;2.6211;4.1779;1.3507;3.5622;4.7347;0.124;3.1003;0.1637;0.561;3.3383;0.4326;0.4249
20180110;0.1089;3.4999;2.7402;0.4473;2.8102;2.5163;2.6222;4.1784;1.3491;3.5623;4.724;0.1235;3.1314;0.1634;0.5611;3.3387;0.4335;0.4266
20180111;0.1092;3.495;2.7517;0.4467;2.7815;2.5185;2.6213;4.1758;1.3512;3.5683;4.7136;0.1228;3.131;0.1635;0.5607;3.3366;0.4334;0.4266
20180112;0.1075;3.4366;2.7071;0.4392;2.7451;2.4937;2.5885;4.1669;1.3501;3.5365;4.6777;0.1204;3.0929;0.1634;0.5595;3.3189;0.4314;0.4241
20180115;0.1066;3.401;2.708;0.4347;2.7382;2.4797;2.5749;4.1696;1.3482;3.5334;4.6902;0.1191;3.0761;0.1633;0.5597;3.3158;0.4312;0.4236
20180116;0.1069;3.419;2.7188;0.4369;2.7508;2.4858;2.5827;4.1825;1.3533;3.5428;4.706;0.1193;3.0893;0.1639;0.5615;3.326;0.4339;0.4258
20180117;0.1068;3.4109;2.7203;0.4362;2.7398;2.4797;2.5776;4.1739;1.3505;3.5398;4.7051;0.1189;3.0801;0.164;0.5604;3.3192;0.4332;0.4237
20180118;0.1068;3.4108;2.721;0.4363;2.742;2.4853;2.5783;4.1663;1.3512;3.5471;4.7216;0.1185;3.0645;0.164;0.5595;3.304;0.4334;0.4242
20180119;0.1066;3.3994;2.7271;0.4348;2.739;2.4829;2.5768;4.175;1.3498;3.5576;4.7301;0.1178;3.0725;0.1642;0.5606;3.3214;0.4337;0.4246
20180122;0.1069;3.4036;2.7266;0.4353;2.7289;2.4866;2.5804;4.1696;1.3473;3.5472;4.7304;0.1178;3.0744;0.1642;0.5601;3.3118;0.4336;0.4234
20180123;0.1071;3.4084;2.7157;0.436;2.7317;2.4971;2.5821;4.1712;1.3459;3.5396;4.7527;0.1181;3.08;0.1642;0.5604;3.3131;0.4328;0.424
20180124;0.1067;3.375;2.7188;0.4317;2.7316;2.4948;2.5721;4.1637;1.3472;3.546;4.7563;0.1171;3.0774;0.164;0.5593;3.3071;0.4323;0.4233
20180125;0.1061;3.3376;2.6988;0.4269;2.7111;2.4587;2.5566;4.1493;1.3414;3.547;4.7688;0.1162;3.0618;0.1633;0.5574;3.2957;0.432;0.4226
20180126;0.1062;3.3299;2.6908;0.4259;2.7031;2.4539;2.5487;4.1477;1.3389;3.5644;4.7489;0.1168;3.0519;0.1635;0.5571;3.3076;0.4332;0.4227
20180129;0.1062;3.3375;2.6997;0.4268;2.7015;2.4441;2.5486;4.1423;1.3388;3.5625;4.7082;0.1182;3.0677;0.1638;0.5565;3.3192;0.4335;0.4231
20180130;0.1064;3.3442;2.7039;0.4277;2.7126;2.4492;2.5501;4.1461;1.3371;3.5802;4.7061;0.1194;3.0776;0.1637;0.557;3.3275;0.4328;0.4237
20180131;0.1064;3.3318;2.6978;0.426;2.7108;2.464;2.5464;4.1488;1.3358;3.5755;4.7076;0.1197;3.0644;0.164;0.5575;3.3137;0.4333;0.4249
20180201;0.1064;3.3346;2.6729;0.4264;2.711;2.452;2.5401;4.1504;1.3383;3.5806;4.7512;0.1197;3.0417;0.1643;0.5577;3.3203;0.4347;0.424
20180202;0.1062;3.3329;2.6631;0.4262;2.7094;2.4514;2.5377;4.1615;1.3452;3.5886;4.7381;0.1196;3.0332;0.1649;0.5591;3.3292;0.4343;0.4233
20180205;0.1059;3.3375;2.6524;0.4268;2.6905;2.4454;2.5351;4.1585;1.3418;3.5882;4.7111;0.1204;3.037;0.1651;0.5587;3.3215;0.4328;0.423
20180206;0.1062;3.3498;2.6361;0.4284;2.6742;2.4485;2.5364;4.1547;1.3395;3.5852;4.6877;0.1217;3.0728;0.1648;0.5581;3.3238;0.4286;0.4211
20180207;0.1067;3.3677;2.649;0.4307;2.691;2.4619;2.5526;4.1593;1.3418;3.5904;4.6886;0.1242;3.087;0.1648;0.5588;3.3274;0.4301;0.4219
20180208;0.1071;3.4119;2.6657;0.4364;2.7098;2.4577;2.5648;4.1733;1.3415;3.6056;4.7298;0.1259;3.1088;0.1653;0.5607;3.3333;0.4301;0.4217
20180209;0.108;3.4263;2.6715;0.4382;2.7208;2.4756;2.5767;4.2024;1.3463;3.6506;4.769;0.1268;3.1421;0.1659;0.5646;3.3565;0.429;0.422
20180212;0.1076;3.4122;2.6687;0.4364;2.7149;2.4721;2.5732;4.1846;1.341;3.638;4.7244;0.1271;3.1381;0.165;0.5621;3.3423;0.4289;0.4219
20180213;0.1077;3.3916;2.6663;0.4336;2.695;2.4722;2.5645;4.1764;1.3391;3.6283;4.709;0.1271;3.1506;0.1645;0.5608;3.3305;0.4295;0.4211
20180214;0.1072;3.3769;2.655;0.4316;2.6828;2.4683;2.5568;4.1716;1.3359;3.611;4.6846;0.1265;3.1419;0.1643;0.56;3.3266;0.4291;0.42
20180215;0.1063;3.3259;2.6451;0.4252;2.6655;2.4612;2.5358;4.153;1.3328;3.594;4.6763;0.1241;3.125;0.1638;0.5575;3.3224;0.4269;0.4191
20180216;0.1061;3.3173;2.6473;0.4242;2.6626;2.4643;2.5376;4.1559;1.3357;3.6049;4.6769;0.1228;3.129;0.1638;0.558;3.3141;0.4295;0.4196
20180219;0.1064;3.3411;2.6477;0.4271;2.6623;2.467;2.5451;4.1467;1.332;3.6013;4.6829;0.1237;3.1338;0.1638;0.5568;3.328;0.4288;0.4183
20180220;0.1067;3.3597;2.6517;0.4294;2.6666;2.4703;2.5466;4.1472;1.3298;3.5967;4.7042;0.1241;3.1345;0.1637;0.5569;3.3311;0.4289;0.4164
20180221;0.107;3.3697;2.6467;0.4306;2.6629;2.4768;2.5514;4.1562;1.3317;3.5978;4.7072;0.1248;3.1351;0.164;0.5581;3.3545;0.4298;0.4169
20180222;0.1078;3.4009;2.6596;0.4347;2.6811;2.493;2.5712;4.1811;1.3384;3.6252;4.7233;0.1255;3.1686;0.1651;0.5614;3.3746;0.4309;0.4185
20180223;0.1078;3.3911;2.6521;0.4335;2.6676;2.477;2.5636;4.1738;1.3336;3.6302;4.7365;0.1256;3.1721;0.1648;0.5605;3.3687;0.4307;0.4156
20180226;0.1079;3.3799;2.6611;0.432;2.6767;2.4801;2.5696;4.1717;1.332;3.6217;4.7527;0.1252;3.1705;0.1644;0.5602;3.3724;0.4326;0.4154
20180227;0.1078;3.3816;2.6512;0.4321;2.6646;2.4621;2.5641;4.17;1.33;3.6093;4.7199;0.1255;3.1592;0.1643;0.56;3.3711;0.432;0.4138
20180228;0.1089;3.4188;2.6698;0.4368;2.6779;2.4687;2.5837;4.1779;1.3293;3.6268;4.7482;0.1275;3.1926;0.1644;0.561;3.3774;0.4342;0.4146
20180301;0.1088;3.4356;2.6507;0.439;2.6731;2.4747;2.5885;4.1854;1.3338;3.6333;4.7207;0.1288;3.2183;0.1646;0.5621;3.3835;0.4337;0.414
20180302;0.1087;3.42;2.6507;0.4367;2.6591;2.48;2.5893;4.1986;1.3381;3.647;4.7109;0.1289;3.2338;0.1653;0.5637;3.3942;0.4346;0.4136
20180305;0.1081;3.3995;2.6347;0.4341;2.6376;2.4553;2.5765;4.1895;1.3357;3.6321;4.6975;0.1284;3.2202;0.1651;0.5626;3.3814;0.4352;0.4116
20180306;0.1081;3.3936;2.6342;0.4332;2.614;2.4592;2.5725;4.1891;1.3348;3.6114;4.7;0.129;3.2056;0.1649;0.5623;3.3865;0.4348;0.4113
20180307;0.1077;3.3744;2.6335;0.4307;2.6085;2.456;2.5669;4.1922;1.3403;3.5992;4.6788;0.1293;3.195;0.1648;0.5627;3.3835;0.4327;0.4105
20180308;0.1082;3.3935;2.6464;0.4329;2.6256;2.4632;2.5777;4.2024;1.348;3.5907;4.7046;0.13;3.1989;0.1653;0.5641;3.3973;0.4322;0.4111
20180309;0.1088;3.4132;2.6615;0.4355;2.6519;2.4836;2.5891;4.1989;1.3477;3.5923;4.7142;0.1307;3.1965;0.165;0.5637;3.411;0.4381;0.4134
20180312;0.1088;3.4066;2.6762;0.4346;2.6567;2.4892;2.5908;4.1942;1.3455;3.5865;4.72;0.1315;3.197;0.1647;0.563;3.4071;0.4375;0.4126
20180313;0.1093;3.4143;2.6866;0.4355;2.6554;2.5023;2.5988;4.2097;1.3508;3.6016;4.7404;0.1317;3.1866;0.1654;0.5652;3.4197;0.4396;0.4144
20180314;0.1094;3.4055;2.6861;0.4343;2.6296;2.4956;2.5987;4.2114;1.3512;3.6009;4.7506;0.1306;3.1955;0.1655;0.5654;3.4211;0.4405;0.4149
20180315;0.1095;3.4117;2.6825;0.4351;2.6339;2.4968;2.6051;4.2168;1.355;3.6073;4.7556;0.1295;3.2202;0.1658;0.5661;3.4255;0.4442;0.4177
20180316;0.1097;3.4214;2.6643;0.4362;2.6177;2.4808;2.6061;4.2162;1.355;3.6028;4.7778;0.1299;3.2363;0.1659;0.566;3.4362;0.4439;0.4179
20180319;0.11;3.4341;2.6452;0.4378;2.6213;2.4769;2.6057;4.2176;1.3562;3.6009;4.7982;0.1299;3.2392;0.1659;0.5663;3.4429;0.4432;0.4179
20180320;0.11;3.4296;2.6402;0.4372;2.6233;2.4737;2.6042;4.2242;1.3573;3.6035;4.8114;0.1304;3.2251;0.1661;0.5671;3.454;0.4444;0.4192
20180321;0.1106;3.4544;2.6549;0.4403;2.6468;2.476;2.6199;4.2416;1.362;3.6205;4.8564;0.1314;3.2496;0.1668;0.5694;3.4625;0.4462;0.4205
20180322;0.1095;3.4264;2.6474;0.4367;2.6602;2.4797;2.6051;4.2261;1.3565;3.6133;4.8445;0.1305;3.2434;0.1665;0.5673;3.4443;0.444;0.4184
20180323;0.1099;3.4319;2.6472;0.4372;2.655;2.483;2.6085;4.2295;1.3508;3.6211;4.8368;0.1307;3.2722;0.1663;0.5678;3.4583;0.4417;0.4149
20180326;0.1096;3.4145;2.6417;0.4351;2.6558;2.4876;2.6049;4.2316;1.3531;3.6089;4.8475;0.1298;3.2533;0.1664;0.5681;3.4714;0.4431;0.4158
20180327;0.1088;3.3921;2.6186;0.4323;2.6381;2.4697;2.5932;4.2164;1.3486;3.5843;4.7993;0.129;3.2132;0.1657;0.5661;3.4589;0.4411;0.4134
20180328;0.1088;3.3956;2.6016;0.4327;2.6313;2.4622;2.5944;4.2097;1.3459;3.5731;4.8081;0.1283;3.2173;0.1653;0.565;3.4648;0.4367;0.4093
20180329;0.1095;3.4201;2.6235;0.4358;2.6481;2.4618;2.6061;4.2093;1.3468;3.5728;4.8018;0.1288;3.2073;0.1655;0.5648;3.4644;0.4345;0.4091
20180330;0.1096;3.4139;2.6288;0.4349;2.6529;2.4739;2.6064;4.2085;1.3473;3.5812;4.7974;0.1298;3.2149;0.1659;0.5646;3.4638;0.4361;0.4097
20180403;0.1096;3.4177;2.6278;0.4354;2.6555;2.4776;2.6093;4.2094;1.3474;3.5832;4.8124;0.13;3.2212;0.1661;0.5651;3.4645;0.436;0.4083
20180404;0.1096;3.4224;2.6275;0.4359;2.67;2.4946;2.6059;4.2065;1.3482;3.5719;4.8179;0.1303;3.2226;0.1661;0.5647;3.4621;0.4367;0.4081
20180405;0.1098;3.4301;2.635;0.437;2.6847;2.4989;2.6095;4.207;1.3512;3.5681;4.816;0.1317;3.2022;0.1662;0.5648;3.4626;0.4395;0.4087
20180406;0.1097;3.4315;2.6371;0.4372;2.685;2.4864;2.6022;4.1984;1.3465;3.562;4.8056;0.132;3.1945;0.1656;0.5637;3.4555;0.4381;0.408
20180409;0.1093;3.4174;2.6199;0.4354;2.6704;2.4924;2.6021;4.1967;1.3457;3.5618;4.8221;0.1314;3.1912;0.1655;0.5636;3.4598;0.4375;0.4077
20180410;0.1091;3.4068;2.6333;0.434;2.6852;2.5016;2.5999;4.199;1.3475;3.5653;4.8267;0.1311;3.1844;0.1657;0.5639;3.4617;0.4361;0.4079
20180411;0.1086;3.3859;2.6236;0.4314;2.6857;2.4934;2.5865;4.1911;1.345;3.534;4.8069;0.1306;3.1658;0.1656;0.5628;3.4495;0.4353;0.4078
20180412;0.1088;3.3924;2.6271;0.4322;2.69;2.5036;2.5875;4.1882;1.3456;3.5303;4.8022;0.1305;3.1755;0.1654;0.5626;3.4386;0.4357;0.4039
20180413;0.1087;3.3862;2.6395;0.4314;2.6946;2.5021;2.5818;4.1769;1.3433;3.5214;4.8372;0.1294;3.1467;0.165;0.5609;3.435;0.4367;0.4027
20180416;0.1078;3.3666;2.6169;0.4289;2.6684;2.4746;2.567;4.1628;1.3417;3.5054;4.8047;0.129;3.1408;0.1647;0.559;3.4121;0.4332;0.3993
20180417;0.1076;3.3572;2.6117;0.4276;2.6711;2.4664;2.5638;4.1582;1.3384;3.4921;4.8102;0.1287;3.1384;0.1646;0.5584;3.3972;0.4316;0.399
20180418;0.1079;3.3721;2.6129;0.4295;2.6786;2.4643;2.5704;4.1677;1.3428;3.4805;4.7861;0.129;3.1431;0.1648;0.5596;3.3884;0.4334;0.4005
20180419;0.1079;3.3693;2.6268;0.4293;2.6695;2.4639;2.5731;4.1665;1.3425;3.4777;4.777;0.1285;3.1381;0.1645;0.5594;3.3792;0.4343;0.4016
20180420;0.1083;3.3881;2.6103;0.4318;2.674;2.4491;2.5793;4.1724;1.3438;3.4827;4.766;0.1294;3.1483;0.1647;0.5602;3.3839;0.4338;0.4021
20180423;0.1084;3.4156;2.6116;0.4355;2.671;2.4555;2.5842;4.1802;1.3432;3.495;4.779;0.1308;3.1621;0.1647;0.5613;3.393;0.4344;0.4029
20180424;0.1094;3.4401;2.6192;0.4385;2.6818;2.4504;2.6004;4.198;1.3432;3.5158;4.8002;0.1317;3.161;0.1651;0.5636;3.4075;0.4365;0.4043
20180425;0.1095;3.4548;2.6178;0.4402;2.6871;2.4495;2.6046;4.2159;1.3474;3.5193;4.8218;0.1315;3.1669;0.1656;0.5661;3.4276;0.4354;0.4044
20180426;0.1102;3.4827;2.6338;0.4438;2.7097;2.4596;2.6241;4.2392;1.353;3.5397;4.8454;0.1327;3.1845;0.1666;0.569;3.4465;0.4374;0.4048
20180427;0.1108;3.5003;2.6421;0.446;2.7153;2.4669;2.6367;4.2259;1.3516;3.5306;4.8379;0.1336;3.2001;0.1659;0.5672;3.4413;0.4371;0.4011
20180430;0.1105;3.4868;2.6311;0.4442;2.7119;2.4594;2.6325;4.2204;1.3482;3.5236;4.7888;0.1329;3.1897;0.1656;0.5665;3.4424;0.4366;0.4018
20180502;0.1121;3.5563;2.6731;0.4531;2.7737;2.4986;2.6646;4.2675;1.3589;3.5731;4.8516;0.136;3.2381;0.1667;0.5729;3.4922;0.4404;0.4018
20180504;0.1127;3.5754;2.6881;0.4555;2.7769;2.5067;2.6818;4.2771;1.3603;3.5789;4.843;0.1358;3.2781;0.1677;0.5742;3.5001;0.4433;0.405
20180507;0.1119;3.5634;2.6766;0.4539;2.7694;2.498;2.6659;4.2513;1.3546;3.5509;4.8236;0.1356;3.2599;0.1667;0.5707;3.4961;0.441;0.4028
20180508;0.1125;3.5884;2.6812;0.4572;2.7664;2.508;2.682;4.2662;1.3564;3.5744;4.8471;0.1368;3.2908;0.1672;0.5726;3.5026;0.4434;0.4072
20180509;0.1124;3.609;2.6857;0.4598;2.7893;2.5155;2.6887;4.279;1.3596;3.5988;4.8894;0.1376;3.2881;0.1672;0.5744;3.5016;0.4441;0.4106
20180510;0.1115;3.5773;2.6762;0.4557;2.7979;2.4815;2.667;4.2473;1.3509;3.563;4.8513;0.1365;3.2586;0.1666;0.5702;3.47;0.444;0.4115
20180511;0.1121;3.5708;2.6961;0.4549;2.7994;2.4904;2.674;4.2569;1.3535;3.5643;4.8311;0.1363;3.2676;0.1671;0.5714;3.4779;0.447;0.4144
20180514;0.1118;3.5558;2.6835;0.453;2.7834;2.4719;2.6694;4.2615;1.3521;3.5594;4.8314;0.1359;3.2457;0.1672;0.5721;3.4873;0.4452;0.4143
20180515;0.1125;3.5931;2.6981;0.4577;2.8014;2.4837;2.6863;4.2823;1.3497;3.5912;4.864;0.1371;3.2674;0.1677;0.5749;3.4929;0.4476;0.4152
20180516;0.1129;3.6241;2.7123;0.4617;2.8181;2.4957;2.7013;4.2893;1.3523;3.6278;4.8875;0.1383;3.2892;0.168;0.5758;3.4929;0.4467;0.4157
20180517;0.1131;3.6283;2.7318;0.4623;2.8428;2.5004;2.7055;4.2868;1.355;3.6229;4.9093;0.1386;3.2785;0.1678;0.5756;3.4795;0.448;0.4174
20180518;0.1132;3.6385;2.7337;0.4635;2.8395;2.5125;2.7104;4.2958;1.3536;3.6413;4.9117;0.1392;3.2795;0.1679;0.5768;3.4925;0.4475;0.4163
20180521;0.1136;3.6615;2.7557;0.4664;2.8468;2.5269;2.7217;4.2991;1.348;3.6641;4.9071;0.1403;3.2895;0.1676;0.5773;3.4839;0.4518;0.4183
20180522;0.1131;3.6252;2.7543;0.4619;2.8413;2.5241;2.7094;4.2812;1.3521;3.6385;4.8814;0.1392;3.2665;0.1667;0.5748;3.4694;0.451;0.4192
20180523;0.1142;3.6693;2.765;0.4674;2.8498;2.5322;2.7296;4.3037;1.35;3.7007;4.9034;0.1407;3.3397;0.1675;0.5776;3.482;0.4527;0.4189
20180524;0.1142;3.659;2.7677;0.4663;2.8477;2.5319;2.729;4.2953;1.347;3.689;4.9056;0.1401;3.3354;0.1664;0.5767;3.4695;0.4532;0.419
20180525;0.115;3.6686;2.7836;0.4676;2.8457;2.5439;2.7407;4.3022;1.3461;3.6956;4.9061;0.1403;3.3489;0.1667;0.5776;3.4751;0.4539;0.4228
20180528;0.1152;3.6849;2.7878;0.4697;2.8369;2.5592;2.7504;4.3031;1.3492;3.7145;4.9089;0.1409;3.3684;0.1673;0.5777;3.4758;0.4512;0.4201
20180529;0.1161;3.7299;2.8054;0.4754;2.8661;2.5773;2.7691;4.3056;1.3462;3.7554;4.9356;0.1429;3.4347;0.1668;0.5785;3.5005;0.4498;0.417
20180530;0.116;3.72;2.8027;0.4743;2.8605;2.5787;2.7708;4.3195;1.3526;3.7577;4.9383;0.1424;3.4245;0.1672;0.5804;3.5146;0.4518;0.4195
20180601;0.1154;3.6934;2.7873;0.4708;2.851;2.5807;2.7609;4.3146;1.349;3.7442;4.9102;0.1414;3.3821;0.167;0.5797;3.5337;0.4526;0.4197
20180604;0.1146;3.6665;2.8008;0.4673;2.8374;2.5768;2.7457;4.2931;1.3453;3.7218;4.9002;0.1403;3.3472;0.1667;0.5767;3.5161;0.4514;0.4182
20180605;0.1145;3.6569;2.7912;0.466;2.829;2.5737;2.7402;4.2804;1.3434;3.7087;4.8913;0.1398;3.332;0.1667;0.5751;3.4659;0.451;0.4179
20180606;0.1143;3.647;2.7892;0.4648;2.8172;2.5652;2.7357;4.2829;1.3429;3.7001;4.8911;0.1394;3.314;0.1671;0.5754;3.4679;0.4494;0.4169
20180607;0.1129;3.6062;2.7592;0.4597;2.7828;2.5414;2.708;4.2634;1.3437;3.6717;4.8542;0.1378;3.2803;0.1663;0.5725;3.4355;0.449;0.4163
20180608;0.1137;3.6479;2.7613;0.4649;2.8015;2.5578;2.7292;4.2912;1.342;3.7136;4.89;0.1396;3.3366;0.1661;0.5762;3.4467;0.4511;0.4167
20180611;0.1131;3.6247;2.7576;0.462;2.7941;2.5484;2.7154;4.2717;1.3312;3.676;4.8451;0.139;3.2964;0.1663;0.5734;3.4256;0.4498;0.4163
20180612;0.1131;3.6271;2.7623;0.4622;2.791;2.5513;2.7192;4.2776;1.3295;3.6862;4.8604;0.139;3.2906;0.1669;0.5742;3.4248;0.4526;0.4193
20180613;0.1133;3.6461;2.7625;0.4646;2.7973;2.5585;2.727;4.282;1.3362;3.6874;4.8582;0.1396;3.2957;0.1665;0.5747;3.412;0.4538;0.4221
20180614;0.1126;3.6155;2.7346;0.4607;2.7899;2.545;2.7098;4.2757;1.3304;3.6782;4.8596;0.1377;3.2881;0.1664;0.5739;3.4069;0.4522;0.421
20180615;0.1138;3.6922;2.7567;0.4704;2.8112;2.5637;2.7409;4.2802;1.3235;3.7056;4.8998;0.1401;3.341;0.1663;0.5745;3.4601;0.4537;0.4207
20180618;0.1133;3.7003;2.7569;0.4714;2.8092;2.569;2.7404;4.2887;1.3291;3.713;4.9003;0.1405;3.3479;0.1667;0.5757;3.4282;0.4538;0.4178
20180619;0.1137;3.7316;2.7493;0.4754;2.8189;2.5769;2.7482;4.3113;1.3294;3.7462;4.9202;0.1411;3.3971;0.167;0.5785;3.4081;0.455;0.4182
20180620;0.1138;3.7352;2.7583;0.476;2.8114;2.5719;2.7502;4.3171;1.3364;3.747;4.9159;0.141;3.3921;0.1671;0.5793;3.4592;0.4558;0.4191
20180621;0.114;3.7607;2.766;0.4793;2.8229;2.5709;2.7586;4.3323;1.3282;3.7726;4.9309;0.1431;3.4046;0.1669;0.5813;3.4275;0.4604;0.4216
20180622;0.1122;3.6977;2.7467;0.4713;2.7837;2.5558;2.7273;4.3149;1.3296;3.7367;4.9209;0.1409;3.3571;0.1675;0.579;3.4083;0.4572;0.4183
20180625;0.1126;3.7087;2.7538;0.4727;2.7914;2.5592;2.7224;4.3242;1.3316;3.7567;4.9119;0.1417;3.3882;0.1675;0.5802;3.4265;0.4572;0.4174
20180626;0.1127;3.7151;2.7516;0.4733;2.7936;2.5544;2.7302;4.3372;1.332;3.7595;4.9281;0.1417;3.3883;0.1674;0.5821;3.4368;0.458;0.4198
20180627;0.1131;3.7351;2.7519;0.4759;2.8037;2.5459;2.7363;4.343;1.3271;3.7669;4.9285;0.142;3.4024;0.1676;0.5829;3.4744;0.4574;0.4183
20180628;0.1139;3.7705;2.7672;0.4804;2.8268;2.5496;2.755;4.3566;1.3276;3.7764;4.9339;0.1433;3.418;0.1673;0.5848;3.5077;0.4597;0.4184
20180629;0.113;3.744;2.7674;0.4771;2.8317;2.534;2.7476;4.3616;1.3272;3.7702;4.927;0.1423;3.3808;0.1683;0.5852;3.5118;0.4599;0.419
20180702;0.1138;3.7703;2.781;0.4805;2.8637;2.5473;2.7576;4.3899;1.3303;3.8019;4.966;0.1437;3.4022;0.169;0.5891;3.5632;0.4612;0.42
20180703;0.1137;3.7723;2.7886;0.4807;2.8649;2.54;2.7609;4.3978;1.3405;3.7973;4.9754;0.1434;3.4002;0.1682;0.5903;3.5295;0.4637;0.4254
