data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20150625;0.1105;3.7305;2.8849;0.4813;3.0125;2.5722;2.7781;4.1737;1.3377;3.982;5.8549;0.1764;3.0157;0.153;0.5595;2.822;0.4768;0.4529
20150626;0.1104;3.7275;2.8725;0.4808;3.018;2.5624;2.7711;4.1764;1.3359;3.996;5.8711;0.1762;3.0204;0.1536;0.5598;2.8276;0.4777;0.4518
20150629;0.1114;3.7671;2.8853;0.486;3.0561;2.5732;2.7915;4.1893;1.336;4.0208;5.9171;0.1795;3.0644;0.1539;0.5616;2.8373;0.4776;0.453
20150630;0.1115;3.7645;2.8899;0.4856;3.0361;2.5475;2.7969;4.1944;1.3312;4.0412;5.918;0.178;3.0843;0.1538;0.5622;2.8437;0.4775;0.4558
20150701;0.1115;3.7625;2.9004;0.4852;3.0087;2.5508;2.7935;4.1923;1.3322;4.0097;5.891;0.179;3.0614;0.1539;0.5619;2.848;0.4793;0.454
20150702;0.112;3.7859;2.8794;0.4884;2.9996;2.5307;2.7997;4.1935;1.3345;3.9974;5.9063;0.179;3.0653;0.1539;0.5621;2.8508;0.4782;0.4496
20150703;0.1117;3.7726;2.845;0.4866;3.0039;2.5236;2.7978;4.1896;1.3325;4.0038;5.8963;0.1798;3.066;0.154;0.5618;2.8481;0.4746;0.4473
20150706;0.1122;3.796;2.8474;0.4896;3.0144;2.5383;2.8127;4.199;1.3308;4.0193;5.9066;0.1786;3.0968;0.1548;0.5628;2.8555;0.4704;0.4474
20150707;0.1128;3.8313;2.8509;0.4942;3.0192;2.5404;2.8252;4.2026;1.331;4.0443;5.9422;0.1812;3.1243;0.155;0.5633;2.8609;0.4678;0.4496
20150708;0.1123;3.8225;2.8285;0.4929;3.0035;2.5496;2.8194;4.2213;1.3292;4.0545;5.8883;0.1745;3.1426;0.1556;0.5657;2.8746;0.4637;0.4493
20150709;0.1128;3.829;2.8537;0.4938;3.0081;2.5721;2.833;4.2277;1.3344;4.0304;5.8902;0.181;3.1528;0.1558;0.5666;2.8633;0.4652;0.4512
20150710;0.1111;3.7709;2.8098;0.4864;2.9648;2.5449;2.7926;4.1905;1.3414;4.0081;5.8278;0.1716;3.087;0.1544;0.5615;2.8333;0.4692;0.4459
20150713;0.1104;3.7543;2.7882;0.4844;2.9491;2.5176;2.7736;4.155;1.3395;3.9636;5.8295;0.1714;3.0423;0.1532;0.5568;2.815;0.4664;0.4439
20150714;0.1106;3.7645;2.7952;0.486;2.9446;2.518;2.7687;4.1545;1.3338;3.9911;5.826;0.1712;3.0514;0.1534;0.5567;2.8118;0.463;0.4417
20150715;0.11;3.747;2.794;0.4834;2.937;2.5075;2.7491;4.1319;1.3293;3.9595;5.8604;0.1703;3.0319;0.1526;0.5537;2.7984;0.462;0.4398
20150716;0.1102;3.7694;2.7849;0.4863;2.9171;2.4611;2.7589;4.1111;1.331;3.9469;5.8877;0.1718;3.0419;0.1517;0.5509;2.7844;0.4637;0.4425
20150717;0.1103;3.7676;2.7864;0.486;2.9017;2.4606;2.7593;4.1021;1.3287;3.9332;5.8934;0.1716;3.036;0.1516;0.5498;2.783;0.4623;0.4396
20150720;0.1101;3.7868;2.7935;0.4885;2.9176;2.4886;2.76;4.1083;1.3282;3.935;5.896;0.1713;3.0469;0.1519;0.5506;2.7872;0.4616;0.4382
20150721;0.1098;3.7875;2.7918;0.4886;2.9152;2.5036;2.7682;4.1112;1.3295;3.9402;5.8984;0.1725;3.0463;0.1518;0.551;2.791;0.4599;0.4385
20150722;0.1087;3.7629;2.7884;0.4856;2.9004;2.4896;2.7603;4.1174;1.3359;3.9269;5.8824;0.1703;3.0417;0.1521;0.5518;2.7971;0.463;0.4394
20150723;0.1082;3.7559;2.7845;0.4847;2.8956;2.5135;2.7499;4.1285;1.3371;3.9357;5.8581;0.1698;3.0343;0.1527;0.5533;2.7971;0.4608;0.4386
20150724;0.1077;3.7654;2.748;0.4858;2.8915;2.4763;2.7465;4.1195;1.3284;3.9159;5.8325;0.17;3.0374;0.1524;0.5521;2.79;0.4592;0.4385
20150727;0.1075;3.7455;2.73;0.4833;2.8814;2.4766;2.737;4.1495;1.3315;3.915;5.8149;0.1703;3.033;0.1535;0.5561;2.8113;0.4586;0.4389
20150728;0.1069;3.7303;2.7276;0.4813;2.8664;2.4875;2.7304;4.128;1.3328;3.8679;5.8145;0.1689;3.0152;0.1527;0.5532;2.7901;0.4557;0.437
20150729;0.1072;3.7471;2.7426;0.4834;2.8942;2.5051;2.7447;4.1452;1.3394;3.8946;5.8519;0.169;3.0308;0.1532;0.5555;2.8065;0.4611;0.4368
20150730;0.1076;3.7754;2.7583;0.4872;2.9105;2.5061;2.7528;4.1429;1.3432;3.8928;5.8978;0.1765;3.0412;0.1531;0.5553;2.8068;0.4636;0.4379
20150731;0.1076;3.7929;2.7586;0.4892;2.9101;2.4843;2.7557;4.1488;1.3422;3.9355;5.9045;0.1798;3.0529;0.1534;0.556;2.8108;0.4631;0.4405
20150803;0.1075;3.7705;2.7499;0.4863;2.866;2.4853;2.7374;4.136;1.3449;3.8977;5.8901;0.1745;3.0362;0.1529;0.5543;2.806;0.4594;0.4368
20150804;0.1079;3.7792;2.7923;0.4875;2.8821;2.4973;2.7462;4.1463;1.3459;3.9059;5.8905;0.1738;3.049;0.1533;0.5557;2.813;0.4588;0.4375
20150805;0.1092;3.8359;2.8259;0.4948;2.9099;2.5084;2.7708;4.1655;1.3497;3.9144;5.9776;0.176;3.084;0.1541;0.5582;2.8366;0.4634;0.4396
20150806;0.1091;3.8385;2.8107;0.4952;2.914;2.5078;2.7696;4.1798;1.3463;3.9033;5.9921;0.1773;3.0738;0.1546;0.5602;2.8463;0.4639;0.4399
20150807;0.109;3.8326;2.825;0.4944;2.9219;2.5144;2.7646;4.1868;1.3487;3.8989;5.9505;0.1816;3.072;0.1549;0.5611;2.8501;0.4636;0.4373
20150810;0.1088;3.8246;2.8174;0.4933;2.9021;2.5118;2.7572;4.1933;1.3486;3.8937;5.9169;0.1783;3.0667;0.1551;0.562;2.8545;0.4632;0.4366
20150811;0.1078;3.8087;2.7947;0.491;2.9238;2.4964;2.7219;4.2035;1.3494;3.8765;5.9447;0.1775;3.0514;0.1555;0.5632;2.8576;0.4646;0.4378
20150812;0.1069;3.7805;2.757;0.4876;2.889;2.4798;2.6804;4.2093;1.3467;3.8575;5.8896;0.1763;3.0333;0.1557;0.5641;2.8557;0.4588;0.4397
20150813;0.1069;3.7625;2.7623;0.4852;2.8938;2.4728;2.696;4.1822;1.3449;3.848;5.8722;0.1754;3.0197;0.1548;0.5604;2.8392;0.4608;0.4414
20150814;0.1066;3.7557;2.775;0.4842;2.8746;2.4576;2.677;4.1849;1.3501;3.8514;5.8637;0.1723;3.023;0.1548;0.5607;2.8449;0.4575;0.4435
20150817;0.1063;3.7613;2.7702;0.4851;2.8651;2.4645;2.67;4.1775;1.3456;3.854;5.8867;0.1706;3.0216;0.1546;0.5597;2.8418;0.4552;0.4423
20150818;0.1055;3.7578;2.7605;0.4845;2.864;2.4716;2.6746;4.1616;1.3474;3.8499;5.8871;0.1685;3.0228;0.154;0.5576;2.8339;0.4558;0.4416
20150819;0.106;3.7718;2.7742;0.4865;2.8913;2.4847;2.6871;4.169;1.3483;3.8724;5.9139;0.1691;3.0356;0.1543;0.5586;2.8399;0.4551;0.4417
20150820;0.1057;3.7659;2.743;0.4856;2.8577;2.478;2.6786;4.1946;1.3405;3.9098;5.8806;0.1699;3.0381;0.1552;0.5621;2.8525;0.4541;0.443
20150821;0.1046;3.7308;2.734;0.4814;2.8523;2.4742;2.6512;4.2014;1.3442;3.8998;5.8671;0.1674;3.0344;0.1555;0.563;2.86;0.4546;0.4417
20150824;0.1042;3.6971;2.6771;0.4766;2.7908;2.4356;2.615;4.239;1.3468;3.9129;5.8057;0.1669;3.0624;0.1568;0.568;2.8681;0.4533;0.4456
20150825;0.1031;3.6613;2.6325;0.4724;2.7686;2.3799;2.6202;4.2309;1.3524;3.8973;5.7807;0.1613;3.0649;0.1564;0.5669;2.8665;0.4492;0.4423
20150826;0.1037;3.6937;2.6338;0.4767;2.7807;2.3988;2.6359;4.2381;1.3456;3.918;5.7929;0.1637;3.0914;0.1564;0.5678;2.887;0.4461;0.4399
20150827;0.1051;3.745;2.6715;0.4833;2.8324;2.4189;2.6741;4.2255;1.3465;3.926;5.8003;0.1756;3.1114;0.156;0.5662;2.8863;0.4501;0.4421
20150828;0.1046;3.7493;2.6876;0.4838;2.8341;2.4272;2.671;4.2325;1.3439;3.8988;5.7703;0.1773;3.1035;0.1566;0.5671;2.9;0.4515;0.4439
20150831;0.1055;3.778;2.6949;0.4876;2.8513;2.426;2.6746;4.2344;1.3463;3.9238;5.8309;0.1731;3.1167;0.1566;0.5674;2.9152;0.453;0.4457
20150901;0.105;3.7503;2.6563;0.484;2.8388;2.3726;2.6618;4.2297;1.3448;3.8985;5.7527;0.1721;3.1307;0.1564;0.5667;2.917;0.4499;0.4441
20150902;0.1052;3.7626;2.6378;0.4854;2.8412;2.3847;2.6603;4.244;1.3481;3.9065;5.755;0.1702;3.1395;0.157;0.5687;2.9289;0.4544;0.4461
20150903;0.1051;3.7645;2.6413;0.4857;2.8383;2.3889;2.6581;4.2314;1.346;3.884;5.7445;0.1727;3.1289;0.1566;0.567;2.9202;0.4557;0.4507
20150904;0.1059;3.7952;2.6512;0.4898;2.8718;2.4193;2.6797;4.229;1.3489;3.8982;5.7848;0.1722;3.188;0.1565;0.5669;2.9297;0.4591;0.4499
20150907;0.1052;3.7928;2.6311;0.4894;2.859;2.3766;2.6583;4.2335;1.3473;3.8983;5.7882;0.174;3.1796;0.1566;0.5674;2.9338;0.4574;0.4497
20150908;0.1046;3.7878;2.6439;0.4887;2.8553;2.381;2.6626;4.236;1.3475;3.8843;5.8247;0.1699;3.1581;0.1566;0.5677;2.9366;0.4573;0.4493
20150909;0.1042;3.7634;2.6507;0.4856;2.8467;2.3968;2.6565;4.2129;1.3451;3.8666;5.779;0.1711;3.1249;0.1559;0.5646;2.9277;0.457;0.4472
20150910;0.1041;3.7648;2.6554;0.4857;2.8501;2.3715;2.6577;4.2153;1.3406;3.857;5.7922;0.1727;3.1152;0.1559;0.565;2.9273;0.4594;0.4485
20150911;0.1033;3.7264;2.6254;0.4809;2.8107;2.3427;2.6363;4.208;1.3344;3.8289;5.7518;0.171;3.0934;0.1555;0.564;2.9253;0.4537;0.4484
20150914;0.103;3.7124;2.644;0.479;2.8045;2.3495;2.6382;4.209;1.343;3.8272;5.7355;0.1695;3.0896;0.1553;0.5642;2.926;0.4545;0.4503
20150915;0.1036;3.7238;2.6552;0.4805;2.8119;2.3555;2.6588;4.2094;1.3454;3.8417;5.749;0.1708;3.1152;0.1555;0.5642;2.9252;0.4539;0.4515
20150916;0.1035;3.7315;2.6744;0.4815;2.8219;2.3726;2.6649;4.1994;1.3469;3.8361;5.7479;0.1713;3.1011;0.1552;0.5628;2.9193;0.4542;0.4504
20150917;0.1039;3.7129;2.6634;0.479;2.8148;2.3581;2.6533;4.2065;1.3485;3.8368;5.7556;0.1703;3.072;0.1553;0.5638;2.9263;0.457;0.4502
20150918;0.1035;3.6738;2.6636;0.474;2.8075;2.3577;2.6408;4.2059;1.3574;3.8359;5.7422;0.1697;3.0794;0.1554;0.5637;2.9228;0.4558;0.4491
20150921;0.1036;3.708;2.6556;0.4785;2.8065;2.3548;2.6336;4.1896;1.3509;3.8359;5.7569;0.1701;3.0825;0.1548;0.5615;2.9155;0.4536;0.4489
20150922;0.1041;3.7438;2.664;0.4832;2.826;2.367;2.645;4.1924;1.3515;3.8522;5.7958;0.1718;3.1219;0.155;0.562;2.9215;0.4544;0.4482
20150923;0.1044;3.7801;2.6642;0.4877;2.8504;2.3729;2.6568;4.2007;1.3546;3.8632;5.7985;0.1734;3.1431;0.155;0.5631;2.9304;0.456;0.4488
20150924;0.1039;3.7687;2.6214;0.4862;2.8264;2.3686;2.6446;4.22;1.3487;3.8593;5.7505;0.1763;3.1391;0.1555;0.5656;2.9326;0.445;0.4476
20150925;0.1043;3.7818;2.6548;0.4878;2.8358;2.3912;2.6553;4.2115;1.3416;3.8473;5.7585;0.1742;3.1231;0.1549;0.5645;2.9257;0.4442;0.4484
20150928;0.1044;3.7861;2.6613;0.4886;2.8399;2.4148;2.651;4.2334;1.3438;3.8656;5.7672;0.1756;3.1484;0.1554;0.5675;2.9553;0.4424;0.4476
20150929;0.1037;3.7799;2.6393;0.4876;2.8185;2.3974;2.6455;4.2434;1.3495;3.8909;5.7421;0.1734;3.1506;0.1559;0.5687;2.9633;0.4455;0.4494
20150930;0.104;3.7754;2.6559;0.4871;2.8173;2.4108;2.6529;4.2386;1.3529;3.8785;5.7305;0.1774;3.1402;0.156;0.5682;2.963;0.4474;0.4515
20151001;0.1042;3.8005;2.6862;0.4905;2.8604;2.4405;2.6618;4.2437;1.3548;3.889;5.7592;0.1801;3.1659;0.1561;0.5688;2.9749;0.4485;0.4535
20151002;0.1039;3.8028;2.6752;0.4906;2.8729;2.44;2.6519;4.2451;1.3568;3.8885;5.7643;0.18;3.1653;0.1563;0.5691;2.9843;0.4492;0.4532
20151005;0.1037;3.773;2.6737;0.4868;2.8781;2.4551;2.6443;4.2475;1.3618;3.8864;5.731;0.1782;3.1391;0.1565;0.5693;2.987;0.452;0.4541
20151006;0.1042;3.789;2.6948;0.4888;2.8952;2.4635;2.6564;4.2453;1.3593;3.8873;5.7474;0.1782;3.1468;0.1566;0.569;2.9865;0.4519;0.4552
20151007;0.1047;3.7604;2.7048;0.4852;2.889;2.4837;2.6569;4.2272;1.3567;3.8869;5.7525;0.1767;3.1315;0.156;0.5665;2.9738;0.456;0.4558
20151008;0.1041;3.7543;2.6937;0.4845;2.8746;2.4775;2.6571;4.2405;1.3558;3.8772;5.7553;0.1775;3.1346;0.1565;0.5683;2.9821;0.4593;0.4559
20151009;0.1048;3.7242;2.7212;0.4805;2.8767;2.4961;2.6676;4.217;1.3556;3.8631;5.7199;0.172;3.0981;0.1554;0.5652;2.9697;0.4588;0.4543
20151012;0.105;3.7148;2.7348;0.4793;2.8743;2.4973;2.6574;4.2273;1.3596;3.8644;5.7014;0.1696;3.0914;0.1559;0.5666;2.978;0.4601;0.4538
20151013;0.1047;3.7199;2.7142;0.48;2.8516;2.4852;2.6545;4.2336;1.3601;3.8716;5.6705;0.1694;3.1071;0.156;0.5674;2.9793;0.4594;0.4582
20151014;0.1047;3.7129;2.6975;0.4792;2.8577;2.505;2.6771;4.2365;1.361;3.8819;5.7065;0.1727;3.1088;0.1562;0.5678;2.9835;0.4588;0.4571
20151015;0.105;3.6948;2.7129;0.4769;2.868;2.5382;2.685;4.2295;1.3636;3.893;5.724;0.1707;3.122;0.1561;0.5669;2.9785;0.4589;0.4553
20151016;0.1054;3.7243;2.7097;0.4806;2.887;2.5324;2.6923;4.2315;1.3688;3.9022;5.7552;0.175;3.1254;0.1562;0.5671;2.9852;0.4607;0.4521
20151019;0.1055;3.7265;2.7173;0.4809;2.886;2.5398;2.6953;4.2342;1.3691;3.9097;5.7647;0.1722;3.1223;0.1565;0.5676;2.9881;0.4603;0.452
20151020;0.1056;3.7385;2.7207;0.4824;2.8701;2.552;2.6909;4.2472;1.3678;3.9319;5.7872;0.1692;3.128;0.1568;0.5694;2.9952;0.4604;0.4514
20151021;0.106;3.7627;2.7168;0.4855;2.893;2.531;2.7019;4.2745;1.373;3.9411;5.8097;0.1661;3.1352;0.1577;0.573;3.0039;0.4616;0.4537
20151022;0.1061;3.7806;2.7306;0.4878;2.8828;2.559;2.7149;4.2769;1.3736;3.9357;5.85;0.1697;3.1573;0.158;0.5734;2.9992;0.4615;0.4541
20151023;0.1078;3.82;2.7775;0.493;2.9201;2.6079;2.7517;4.252;1.3751;3.9296;5.8868;0.1691;3.1749;0.1571;0.57;2.9912;0.4601;0.452
20151026;0.1088;3.8645;2.8031;0.4987;2.9404;2.6128;2.7748;4.2605;1.371;3.9444;5.931;0.1684;3.1913;0.1572;0.5711;3.0014;0.4623;0.4555
20151027;0.1089;3.8669;2.8023;0.499;2.9329;2.6219;2.7772;4.2709;1.3691;3.9302;5.9285;0.1689;3.2099;0.1578;0.5725;3.0066;0.4601;0.4547
20151028;0.1095;3.8826;2.7653;0.5011;2.9331;2.6121;2.7814;4.2902;1.3757;3.9459;5.9438;0.1694;3.226;0.1582;0.5751;3.0234;0.4563;0.4584
20151029;0.1095;3.8974;2.7637;0.503;2.9509;2.6021;2.7794;4.2732;1.374;3.9364;5.9519;0.17;3.2276;0.1577;0.573;3.0157;0.4559;0.4583
20151030;0.109;3.8748;2.7525;0.5;2.9483;2.6177;2.7669;4.2652;1.377;3.9255;5.9429;0.1682;3.2167;0.1574;0.5719;3.0153;0.4528;0.4553
20151102;0.1084;3.859;2.7531;0.4982;2.9444;2.6006;2.7512;4.249;1.3644;3.906;5.974;0.1675;3.1998;0.1568;0.5697;3.0071;0.4571;0.4535
20151103;0.1087;3.8678;2.778;0.4991;2.9491;2.5981;2.7658;4.2495;1.3551;3.9126;5.9604;0.1682;3.2032;0.157;0.5697;3.0106;0.4543;0.4525
20151104;0.1096;3.8876;2.7962;0.5017;2.9744;2.5816;2.7806;4.2455;1.3498;3.9234;5.9994;0.1684;3.205;0.1568;0.5692;3.0121;0.4558;0.4537
20151105;0.1094;3.8925;2.7765;0.5023;2.9564;2.5706;2.7699;4.2306;1.3462;3.9062;5.9881;0.1687;3.194;0.1564;0.5672;3.0004;0.4539;0.4511
20151106;0.1098;3.9075;2.7945;0.5041;2.9657;2.5812;2.7745;4.2458;1.3516;3.9246;5.9229;0.1693;3.2052;0.1568;0.5692;3.0123;0.4567;0.4527
20151109;0.1102;3.9605;2.7943;0.5109;2.9803;2.5878;2.7787;4.2651;1.3538;3.9464;5.9685;0.1731;3.2058;0.1578;0.5718;3.027;0.4585;0.4552
20151110;0.1102;3.957;2.7923;0.5105;2.9814;2.5877;2.7833;4.2485;1.3557;3.9435;5.9796;0.1739;3.2133;0.1571;0.5695;3.0153;0.4549;0.4551
20151112;0.1098;3.9434;2.8117;0.5088;2.9694;2.5821;2.7781;4.2245;1.3537;3.9263;5.9884;0.1716;3.2054;0.1563;0.5663;3.0025;0.4539;0.4541
20151113;0.1096;3.9388;2.81;0.5082;2.9613;2.5691;2.7683;4.2362;1.357;3.9248;5.9948;0.1703;3.2086;0.1568;0.5677;3.0097;0.4538;0.4546
20151116;0.11;3.9581;2.8186;0.5108;2.975;2.581;2.7868;4.2472;1.362;3.9328;6.0176;0.1725;3.221;0.1571;0.5693;3.0186;0.4558;0.4557
20151117;0.1106;3.9775;2.8271;0.5132;2.9881;2.574;2.7962;4.2433;1.3596;3.9324;6.0485;0.1666;3.2272;0.1569;0.5687;3.0201;0.4591;0.4559
20151118;0.1106;3.9802;2.8302;0.5135;2.9913;2.5798;2.7964;4.2509;1.3665;3.9264;6.0632;0.1683;3.2287;0.1572;0.5698;3.0256;0.4605;0.4573
20151119;0.1108;3.9754;2.8494;0.5129;2.9983;2.5903;2.8072;4.2477;1.3705;3.9023;6.0625;0.1661;3.2257;0.1572;0.5694;3.0147;0.4596;0.4569
20151120;0.1111;3.9706;2.8642;0.5124;2.9846;2.6088;2.8136;4.2441;1.3707;3.9143;6.073;0.1679;3.2345;0.157;0.5689;3.01;0.4608;0.4568
20151123;0.1112;3.988;2.8621;0.5145;2.9749;2.5959;2.8088;4.2395;1.3651;3.9151;6.0456;0.1655;3.2379;0.1569;0.5683;3.0131;0.4598;0.4573
20151124;0.1118;4.0021;2.8868;0.5164;2.9975;2.6109;2.8298;4.2609;1.3657;3.9298;6.0554;0.1675;3.2653;0.1576;0.5711;3.0251;0.4625;0.4597
20151125;0.1127;4.0215;2.9178;0.5189;3.0197;2.6358;2.8622;4.268;1.3676;3.9431;6.0651;0.1697;3.2812;0.1579;0.572;3.0334;0.4648;0.4598
20151126;0.1127;4.0298;2.9095;0.52;3.0271;2.6506;2.8613;4.2763;1.3687;3.9404;6.0769;0.1697;3.2876;0.1582;0.5732;3.0404;0.4665;0.4617
20151127;0.1125;4.0333;2.905;0.5204;3.0246;2.6361;2.8581;4.2692;1.3692;3.9172;6.0646;0.1689;3.2899;0.1579;0.5723;3.0353;0.4641;0.4617
20151130;0.1124;4.0304;2.9012;0.52;3.0093;2.6403;2.8558;4.2639;1.3696;3.9099;6.0498;0.1686;3.274;0.1578;0.5716;3.0359;0.463;0.4621
20151201;0.1124;4.0248;2.9329;0.5192;3.0186;2.6791;2.8542;4.2651;1.3736;3.9128;6.0709;0.1682;3.2694;0.1578;0.5717;3.0367;0.4641;0.4632
20151202;0.1125;4.0305;2.9548;0.5201;3.015;2.6879;2.8598;4.2815;1.3721;3.9278;6.0623;0.1687;3.2739;0.1584;0.5739;3.0528;0.4672;0.4635
20151203;0.1125;4.04;2.9587;0.5212;3.0314;2.6897;2.8643;4.2665;1.3758;3.9461;6.0329;0.1753;3.272;0.1579;0.572;3.041;0.4663;0.464
20151204;0.1103;3.9607;2.8997;0.5111;2.97;2.6464;2.8342;4.3141;1.3784;3.9643;5.9918;0.1657;3.2271;0.1595;0.5783;3.0553;0.4658;0.4661
20151207;0.1111;3.9853;2.9093;0.5143;2.9685;2.6598;2.8406;4.3111;1.3811;3.9781;6.0052;0.1668;3.2293;0.1595;0.5779;3.0597;0.4622;0.4678
20151208;0.1109;3.9877;2.873;0.5146;2.9473;2.646;2.8312;4.3282;1.3809;3.9963;5.986;0.1742;3.24;0.1601;0.5801;3.0696;0.4589;0.4674
20151209;0.1103;3.9705;2.8521;0.5123;2.922;2.6241;2.8202;4.3402;1.381;4.003;5.9749;0.1734;3.2359;0.1605;0.5817;3.0716;0.4542;0.4688
20151210;0.1099;3.9601;2.8861;0.511;2.9209;2.6632;2.8212;4.344;1.372;4.0083;6.0108;0.1693;3.2523;0.1607;0.5822;3.0678;0.4589;0.4674
20151211;0.1102;3.9718;2.8694;0.5125;2.9062;2.6784;2.8174;4.3471;1.3679;4.0186;6.0126;0.1659;3.2575;0.1609;0.5827;3.07;0.4569;0.4662
20151214;0.1098;3.9695;2.8651;0.5122;2.8931;2.6702;2.8119;4.35;1.376;4.0287;6.0216;0.1668;3.2784;0.161;0.5831;3.0764;0.459;0.4659
20151215;0.1099;3.9523;2.8625;0.51;2.887;2.6842;2.8103;4.358;1.3742;4.0222;5.9928;0.1655;3.2678;0.1613;0.5841;3.0788;0.4582;0.4702
20151216;0.1099;3.9644;2.8502;0.5116;2.8799;2.6756;2.81;4.3304;1.3722;4.0028;5.9537;0.1659;3.2508;0.1602;0.5804;3.0604;0.4541;0.4664
20151217;0.1099;3.9646;2.8566;0.5115;2.871;2.6766;2.8045;4.3048;1.3638;3.9817;5.9327;0.1674;3.2388;0.1592;0.577;3.039;0.4565;0.4637
20151218;0.1093;3.9558;2.823;0.5103;2.8408;2.6516;2.8022;4.2816;1.3578;3.9733;5.9032;0.1681;3.2575;0.1584;0.5738;3.0248;0.4522;0.4625
20151221;0.1085;3.92;2.8064;0.5056;2.8148;2.6425;2.775;4.2545;1.354;3.9348;5.8429;0.1666;3.2276;0.1574;0.5702;3.0035;0.4462;0.4583
20151222;0.1076;3.8787;2.8056;0.5003;2.7817;2.6464;2.7619;4.2411;1.3495;3.9161;5.7745;0.1686;3.2058;0.1569;0.5684;2.992;0.4436;0.458
20151223;0.1079;3.8872;2.808;0.5016;2.7921;2.6461;2.7623;4.246;1.3515;3.9271;5.771;0.169;3.2131;0.1571;0.569;2.9975;0.4459;0.4592
20151224;0.1072;3.8695;2.8143;0.4993;2.7925;2.6373;2.7547;4.2411;1.3428;3.9242;5.7628;0.1686;3.215;0.1569;0.5683;2.9941;0.4463;0.4609
20151228;0.107;3.8663;2.8071;0.4988;2.7868;2.6433;2.7478;4.2448;1.3494;3.9114;5.7713;0.1623;3.2088;0.157;0.5688;2.9925;0.444;0.4613
20151229;0.107;3.8659;2.8108;0.4988;2.7789;2.6553;2.7396;4.244;1.3511;3.914;5.748;0.1624;3.2085;0.157;0.5687;2.9951;0.4457;0.4627
20151230;0.1078;3.8801;2.8307;0.5008;2.8013;2.6605;2.7475;4.2423;1.3556;3.9165;5.7581;0.1609;3.2206;0.1569;0.5685;2.9981;0.4443;0.464
20151231;0.1081;3.9011;2.8546;0.5033;2.8102;2.6765;2.762;4.2615;1.3601;3.9394;5.7862;0.1622;3.2411;0.1577;0.5711;3.0159;0.4431;0.4646
20160104;0.1087;3.9281;2.8349;0.5068;2.8247;2.6577;2.7609;4.2935;1.3597;3.9526;5.8083;0.1635;3.3049;0.1588;0.5753;3.0364;0.4443;0.4673
20160105;0.1109;4.0073;2.8763;0.517;2.8769;2.6858;2.814;4.3176;1.369;3.9792;5.8779;0.1666;3.3658;0.1597;0.5786;3.0535;0.449;0.468
20160107;0.1105;4.0085;2.8167;0.517;2.8402;2.6606;2.7908;4.3475;1.3771;3.9979;5.843;0.1663;3.4102;0.1609;0.5829;3.0714;0.4485;0.4688
20160108;0.1101;3.9963;2.807;0.5152;2.8338;2.6481;2.7803;4.3457;1.3782;3.9922;5.8449;0.1662;3.3784;0.1608;0.5827;3.0712;0.4502;0.4698
20160111;0.1105;4.0085;2.8101;0.5167;2.8395;2.6352;2.7945;4.3635;1.3802;4.0159;5.8402;0.1709;3.4014;0.1614;0.5849;3.0881;0.4514;0.4709
20160112;0.1106;4.017;2.807;0.5179;2.8245;2.6314;2.7951;4.3621;1.372;4.017;5.8223;0.1732;3.4131;0.1614;0.5847;3.0838;0.4512;0.4713
20160113;0.1105;4.0068;2.8138;0.5163;2.8189;2.6298;2.793;4.3345;1.3739;3.9782;5.7963;0.1725;3.3875;0.1604;0.581;3.0654;0.4523;0.4685
20160114;0.1101;3.999;2.7728;0.5143;2.7842;2.5894;2.7777;4.3605;1.3796;3.98;5.7492;0.167;3.3927;0.1614;0.5843;3.0794;0.4526;0.4689
20160115;0.1112;4.0411;2.7832;0.5188;2.7844;2.5895;2.8058;4.4075;1.3985;4.0284;5.8085;0.166;3.4408;0.1631;0.5906;3.1159;0.4575;0.4723
20160118;0.1133;4.1133;2.8292;0.5276;2.8351;2.6562;2.8566;4.4835;1.4201;4.0945;5.88;0.1662;3.5064;0.166;0.6007;3.163;0.4643;0.4795
20160119;0.1128;4.0917;2.8331;0.5241;2.8287;2.651;2.8525;4.449;1.4121;4.0617;5.8555;0.1657;3.4727;0.1646;0.5961;3.1442;0.4628;0.4778
20160120;0.1127;4.0877;2.8057;0.5227;2.7921;2.6058;2.8397;4.4659;1.4168;4.0822;5.798;0.1662;3.5023;0.1652;0.5984;3.1528;0.4625;0.4778
20160121;0.114;4.1303;2.8588;0.5286;2.8538;2.654;2.8708;4.4987;1.4306;4.1084;5.8581;0.1686;3.5341;0.1663;0.6028;3.1748;0.4629;0.4805
20160122;0.1138;4.1031;2.8789;0.5264;2.8893;2.6614;2.8744;4.446;1.4216;4.0644;5.8608;0.1654;3.4714;0.1645;0.5958;3.1443;0.4687;0.4793
20160125;0.1148;4.1346;2.8876;0.5304;2.9128;2.6848;2.891;4.472;1.432;4.0775;5.8955;0.1667;3.4918;0.1655;0.5993;3.1593;0.4707;0.482
20160126;0.1155;4.1475;2.8894;0.5321;2.9089;2.6781;2.9034;4.4961;1.438;4.0861;5.8958;0.1669;3.5087;0.1664;0.6025;3.1696;0.4732;0.4847
20160127;0.1149;4.1144;2.8953;0.528;2.9118;2.6752;2.8816;4.473;1.4247;4.0516;5.8855;0.1655;3.4801;0.1655;0.5994;3.1556;0.4723;0.4824
